"","analytename","SiteYear","stationcode","objectid","sampledate","sampletypecode","matrixname","fieldreplicate","labreplicate","methodname","fractionname","unit","result","resqualcode","mdl","rl","dilutionfactor","qacode","labresultcomments","labagencycode","projectcode","record_origin","origin_lastupdatedate","record_publish","originalid","masterid","huc","smcshed","smc_lu","latitude","longitude","probabilistic","SiteDate","Year","OCresult","OrgNorm","RLOC","Class","TEB","LEB","Assessment","RLOC_Eval","TEBq","LEBq","AssessNumeric"
"643","Fenpropathrin","909S14218_2012","909S14218",86776,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000116,0.000667,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"909S14218",909,"Southern San Diego","Urban",32.829985,-116.736039,"true","909S14218_2012-07-18",2012,0.0485,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"730","Permethrin","909S14218_2012","909S14218",86777,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00129,0.00333,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"909S14218",909,"Southern San Diego","Urban",32.829985,-116.736039,"true","909S14218_2012-07-18",2012,0.0485,0,0.07,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"181","Cyfluthrin","SMC00206_2019","SMC00206",127234,2019-06-04,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00206",901,"San Juan","Urban",33.54359,-117.65963,"true","SMC00206_2019-06-04",2019,9e-04,0,0.556,"PYR",0.046,0.46,"RL Too High","Tragic RL",0,0,2
"325","Cypermethrin","SMC00206_2019","SMC00206",127231,2019-06-04,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00206",901,"San Juan","Urban",33.54359,-117.65963,"true","SMC00206_2019-06-04",2019,9e-04,0,0.556,"PYR",0.049,0.49,"RL Too High","Tragic RL",0,0,2
"389","Deltamethrin","SMC00206_2019","SMC00206",127233,2019-06-04,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00206",901,"San Juan","Urban",33.54359,-117.65963,"true","SMC00206_2019-06-04",2019,9e-04,0,0.56,"PYR",0.02,0.2,"RL Too High","Tragic RL",0,0,2
"10","Allethrin","SMC00206_2019","SMC00206",127235,2019-06-04,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00028,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00206",901,"San Juan","Urban",33.54359,-117.65963,"true","SMC00206_2019-06-04",2019,9e-04,0,0.56,"PYR",0.29,2.9,"Possible or Unlikely","Poor RL",0,0,4
"45","Bifenthrin","SMC00206_2019","SMC00206",127247,2019-06-04,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00022,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00206",901,"San Juan","Urban",33.54359,-117.65963,"true","SMC00206_2019-06-04",2019,9e-04,0,0.56,"PYR",0.17,0.6,"Possible or Unlikely","Poor RL",0,0,4
"731","Permethrin","SMC00206_2019","SMC00206",127241,2019-06-04,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00206",901,"San Juan","Urban",33.54359,-117.65963,"true","SMC00206_2019-06-04",2019,9e-04,0,0.56,"PYR",0.42,9.3,"Possible or Unlikely","Poor RL",0,0,4
"46","Bifenthrin","SMC00288_2017","SMC00288",130508,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",0.0347,"=",0.00022,0.00071,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00288",405,"San Gabriel","Urban",34.13118,-117.76,"true","SMC00288_2017-06-14",2017,0.0219,1.58,0.03,"PYR",0.17,0.6,"Likely","GoodRL",9.29411764705882,2.63333333333333,1
"182","Cyfluthrin","SMC00288_2017","SMC00288",130509,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",0.00456,"=",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00288",405,"San Gabriel","Urban",34.13118,-117.76,"true","SMC00288_2017-06-14",2017,0.0219,0.208,0.037,"PYR",0.046,0.46,"Possible","GoodRL",4.52173913043478,0.452173913043478,3
"390","Deltamethrin","SMC00288_2017","SMC00288",130512,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00029,0.00092,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00288",405,"San Gabriel","Urban",34.13118,-117.76,"true","SMC00288_2017-06-14",2017,0.0219,0,0.04,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"11","Allethrin","SMC00288_2017","SMC00288",130507,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,0.00089,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00288",405,"San Gabriel","Urban",34.13118,-117.76,"true","SMC00288_2017-06-14",2017,0.0219,0,0.04,"PYR",0.29,2.9,"Unlikely_ND","GoodRL",0,0,6
"326","Cypermethrin","SMC00288_2017","SMC00288",130511,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00288",405,"San Gabriel","Urban",34.13118,-117.76,"true","SMC00288_2017-06-14",2017,0.0219,0,0.041,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"530","Esfenvalerate","SMC00288_2017","SMC00288",130513,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00288",405,"San Gabriel","Urban",34.13118,-117.76,"true","SMC00288_2017-06-14",2017,0.0219,0,0.041,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"644","Fenpropathrin","SMC00288_2017","SMC00288",130514,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00021,0.00066,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00288",405,"San Gabriel","Urban",34.13118,-117.76,"true","SMC00288_2017-06-14",2017,0.0219,0,0.03,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"732","Permethrin","SMC00288_2017","SMC00288",130519,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00017,0.00055,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00288",405,"San Gabriel","Urban",34.13118,-117.76,"true","SMC00288_2017-06-14",2017,0.0219,0,0.03,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"183","Cyfluthrin","SMC00428_2017","SMC00428",130668,2017-06-15,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00428",405,"San Gabriel","Open",34.2481,-118.04976,"true","SMC00428_2017-06-15",2017,0.0167,0,0.048,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"287","Cypermethrin","SMC00428_2017","SMC00428",130670,2017-06-15,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00428",405,"San Gabriel","Open",34.2481,-118.04976,"true","SMC00428_2017-06-15",2017,0.0167,0,0.054,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"431","Deltamethrin","SMC00428_2017","SMC00428",130671,2017-06-15,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00029,0.00092,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00428",405,"San Gabriel","Open",34.2481,-118.04976,"true","SMC00428_2017-06-15",2017,0.0167,0,0.06,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"12","Allethrin","SMC00428_2017","SMC00428",130666,2017-06-15,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,0.00089,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00428",405,"San Gabriel","Open",34.2481,-118.04976,"true","SMC00428_2017-06-15",2017,0.0167,0,0.05,"PYR",0.29,2.9,"Unlikely_ND","GoodRL",0,0,6
"47","Bifenthrin","SMC00428_2017","SMC00428",130667,2017-06-15,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00022,0.00071,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00428",405,"San Gabriel","Open",34.2481,-118.04976,"true","SMC00428_2017-06-15",2017,0.0167,0,0.04,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"531","Esfenvalerate","SMC00428_2017","SMC00428",130672,2017-06-15,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00428",405,"San Gabriel","Open",34.2481,-118.04976,"true","SMC00428_2017-06-15",2017,0.0167,0,0.054,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"641","Fenpropathrin","SMC00428_2017","SMC00428",130673,2017-06-15,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00021,0.00066,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00428",405,"San Gabriel","Open",34.2481,-118.04976,"true","SMC00428_2017-06-15",2017,0.0167,0,0.04,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"733","Permethrin","SMC00428_2017","SMC00428",130678,2017-06-15,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00017,0.00055,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00428",405,"San Gabriel","Open",34.2481,-118.04976,"true","SMC00428_2017-06-15",2017,0.0167,0,0.03,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"432","Deltamethrin","SMC00464_2017","SMC00464",130806,2017-07-21,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00029,0.00092,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00464",405,"San Gabriel","Open",34.24152,-117.86683,"true","SMC00464_2017-07-21",2017,0.027,0,0.03,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"13","Allethrin","SMC00464_2017","SMC00464",130801,2017-07-21,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,0.00089,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00464",405,"San Gabriel","Open",34.24152,-117.86683,"true","SMC00464_2017-07-21",2017,0.027,0,0.03,"PYR",0.29,2.9,"Unlikely_ND","GoodRL",0,0,6
"48","Bifenthrin","SMC00464_2017","SMC00464",130802,2017-07-21,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00022,0.00071,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00464",405,"San Gabriel","Open",34.24152,-117.86683,"true","SMC00464_2017-07-21",2017,0.027,0,0.03,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"184","Cyfluthrin","SMC00464_2017","SMC00464",130803,2017-07-21,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00464",405,"San Gabriel","Open",34.24152,-117.86683,"true","SMC00464_2017-07-21",2017,0.027,0,0.03,"PYR",0.046,0.46,"Unlikely_ND","GoodRL",0,0,6
"288","Cypermethrin","SMC00464_2017","SMC00464",130805,2017-07-21,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00464",405,"San Gabriel","Open",34.24152,-117.86683,"true","SMC00464_2017-07-21",2017,0.027,0,0.033,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"532","Esfenvalerate","SMC00464_2017","SMC00464",130807,2017-07-21,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00464",405,"San Gabriel","Open",34.24152,-117.86683,"true","SMC00464_2017-07-21",2017,0.027,0,0.033,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"610","Fenpropathrin","SMC00464_2017","SMC00464",130808,2017-07-21,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00021,0.00066,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00464",405,"San Gabriel","Open",34.24152,-117.86683,"true","SMC00464_2017-07-21",2017,0.027,0,0.02,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"734","Permethrin","SMC00464_2017","SMC00464",130813,2017-07-21,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00017,0.00055,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00464",405,"San Gabriel","Open",34.24152,-117.86683,"true","SMC00464_2017-07-21",2017,0.027,0,0.02,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"433","Deltamethrin","SMC00544_2017","SMC00544",130983,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00029,0.00092,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00544",405,"San Gabriel","Open",34.14677,-117.74153,"true","SMC00544_2017-06-14",2017,0.0275,0,0.03,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"4","Allethrin","SMC00544_2017","SMC00544",130978,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,0.00089,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00544",405,"San Gabriel","Open",34.14677,-117.74153,"true","SMC00544_2017-06-14",2017,0.0275,0,0.03,"PYR",0.29,2.9,"Unlikely_ND","GoodRL",0,0,6
"35","Bifenthrin","SMC00544_2017","SMC00544",130979,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00022,0.00071,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00544",405,"San Gabriel","Open",34.14677,-117.74153,"true","SMC00544_2017-06-14",2017,0.0275,0,0.03,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"185","Cyfluthrin","SMC00544_2017","SMC00544",130980,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00544",405,"San Gabriel","Open",34.14677,-117.74153,"true","SMC00544_2017-06-14",2017,0.0275,0,0.029,"PYR",0.046,0.46,"Unlikely_ND","GoodRL",0,0,6
"289","Cypermethrin","SMC00544_2017","SMC00544",130982,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00544",405,"San Gabriel","Open",34.14677,-117.74153,"true","SMC00544_2017-06-14",2017,0.0275,0,0.033,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"533","Esfenvalerate","SMC00544_2017","SMC00544",130984,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00544",405,"San Gabriel","Open",34.14677,-117.74153,"true","SMC00544_2017-06-14",2017,0.0275,0,0.033,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"611","Fenpropathrin","SMC00544_2017","SMC00544",130985,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00021,0.00066,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00544",405,"San Gabriel","Open",34.14677,-117.74153,"true","SMC00544_2017-06-14",2017,0.0275,0,0.02,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"735","Permethrin","SMC00544_2017","SMC00544",130990,2017-06-14,"grab","sediment",1,1,"EPA 8270C","Total","ug/g dw",-88,"ND",0.00017,0.00055,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00544",405,"San Gabriel","Open",34.14677,-117.74153,"true","SMC00544_2017-06-14",2017,0.0275,0,0.02,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"36","Bifenthrin","SMC00686_2019","SMC00686",132087,2019-08-07,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",0.00603,"=",0.00022,5e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00686",405,"San Gabriel","Urban",34.0322,-117.83819,"true","SMC00686_2019-08-07",2019,0.0097,0.62,0.05,"PYR",0.17,0.6,"Likely","GoodRL",3.64705882352941,1.03333333333333,1
"186","Cyfluthrin","SMC00686_2019","SMC00686",132099,2019-08-07,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",0.00108,"=",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00686",405,"San Gabriel","Urban",34.0322,-117.83819,"true","SMC00686_2019-08-07",2019,0.0097,0.111,0.052,"PYR",0.046,0.46,"Possible","Poor RL",2.41304347826087,0.241304347826087,3
"434","Deltamethrin","SMC00686_2019","SMC00686",132092,2019-08-07,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",0.00132,"=",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00686",405,"San Gabriel","Urban",34.0322,-117.83819,"true","SMC00686_2019-08-07",2019,0.0097,0.14,0.05,"PYR",0.02,0.2,"Possible","Poor RL",7,0.7,3
"290","Cypermethrin","SMC00686_2019","SMC00686",132101,2019-08-07,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00686",405,"San Gabriel","Urban",34.0322,-117.83819,"true","SMC00686_2019-08-07",2019,0.0097,0,0.052,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"1","Allethrin","SMC00686_2019","SMC00686",132097,2019-08-07,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00028,5e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00686",405,"San Gabriel","Urban",34.0322,-117.83819,"true","SMC00686_2019-08-07",2019,0.0097,0,0.05,"PYR",0.29,2.9,"Unlikely_ND","GoodRL",0,0,6
"561","Esfenvalerate","SMC00686_2019","SMC00686",132093,2019-08-07,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00686",405,"San Gabriel","Urban",34.0322,-117.83819,"true","SMC00686_2019-08-07",2019,0.0097,0,0.052,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"612","Fenpropathrin","SMC00686_2019","SMC00686",132091,2019-08-07,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00021,5e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00686",405,"San Gabriel","Urban",34.0322,-117.83819,"true","SMC00686_2019-08-07",2019,0.0097,0,0.05,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"736","Permethrin","SMC00686_2019","SMC00686",132112,2019-08-07,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL",NA,"SMC",2020-04-29 09:23:22,"false",NA,"SMC00686",405,"San Gabriel","Urban",34.0322,-117.83819,"true","SMC00686_2019-08-07",2019,0.0097,0,0.05,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"187","Cyfluthrin","SMC00766_2011","SMC00766",20100,2011-07-11,"grab","sediment",1,1,"pyrethroids_Water GCMS-SIM","Total","ug/g dw",0.025,NA,0.0048,0.0048,1,"None","","WKL",NA,"SMC",2018-06-11 15:25:55,"true",NA,"SMC00766",801,"Lower Santa Ana","Urban",33.65718,-117.83739,"true","SMC00766_2011-07-11",2011,0.012,2.083,0.4,"PYR",0.046,0.46,"Likely","Poor RL",45.2826086956522,4.52826086956522,1
"435","Deltamethrin","SMC00766_2011","SMC00766",20102,2011-07-11,"grab","sediment",1,1,"pyrethroids_Water GCMS-SIM","Total","ug/g dw",-88,"ND",0.0048,0.0048,1,"None","","WKL",NA,"SMC",2018-06-11 15:25:55,"true",NA,"SMC00766",801,"Lower Santa Ana","Urban",33.65718,-117.83739,"true","SMC00766_2011-07-11",2011,0.012,0,0.4,"PYR",0.02,0.2,"RL Too High","Tragic RL",0,0,2
"2","Allethrin","SMC00766_2011","SMC00766",20098,2011-07-11,"grab","sediment",1,1,"pyrethroids_Water GCMS-SIM","Total","ug/g dw",-88,"ND",0.0048,0.0048,1,"None","","WKL",NA,"SMC",2018-06-11 15:25:55,"true",NA,"SMC00766",801,"Lower Santa Ana","Urban",33.65718,-117.83739,"true","SMC00766_2011-07-11",2011,0.012,0,0.4,"PYR",0.29,2.9,"Possible or Unlikely","Poor RL",0,0,4
"37","Bifenthrin","SMC00766_2011","SMC00766",20099,2011-07-11,"grab","sediment",1,1,"pyrethroids_Water GCMS-SIM","Total","ug/g dw",-88,"ND",0.0048,0.0048,1,"None","","WKL",NA,"SMC",2018-06-11 15:25:55,"true",NA,"SMC00766",801,"Lower Santa Ana","Urban",33.65718,-117.83739,"true","SMC00766_2011-07-11",2011,0.012,0,0.4,"PYR",0.17,0.6,"Possible or Unlikely","Poor RL",0,0,4
"291","Cypermethrin","SMC00766_2011","SMC00766",20101,2011-07-11,"grab","sediment",1,1,"pyrethroids_Water GCMS-SIM","Total","ug/g dw",-88,"ND",0.0048,0.0048,1,"None","","WKL",NA,"SMC",2018-06-11 15:25:55,"true",NA,"SMC00766",801,"Lower Santa Ana","Urban",33.65718,-117.83739,"true","SMC00766_2011-07-11",2011,0.012,0,0.4,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"562","Esfenvalerate","SMC00766_2011","SMC00766",20104,2011-07-11,"grab","sediment",1,1,"pyrethroids_Water GCMS-SIM","Total","ug/g dw",-88,"ND",0.0048,0.0048,1,"None","","WKL",NA,"SMC",2018-06-11 15:25:55,"true",NA,"SMC00766",801,"Lower Santa Ana","Urban",33.65718,-117.83739,"true","SMC00766_2011-07-11",2011,0.012,0,0.4,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"737","Permethrin","SMC00766_2011","SMC00766",20108,2011-07-11,"grab","sediment",1,1,"pyrethroids_Water GCMS-SIM","Total","ug/g dw",-88,"ND",0.0048,0.0048,1,"None","","WKL",NA,"SMC",2018-06-11 15:25:55,"true",NA,"SMC00766",801,"Lower Santa Ana","Urban",33.65718,-117.83739,"true","SMC00766_2011-07-11",2011,0.012,0,0.4,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"38","Bifenthrin","SMC00873_2019","SMC00873",127031,2019-05-10,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",0.000327,"DNQ",0.00022,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00873",901,"San Juan","Urban",33.59849,-117.62668,"true","SMC00873_2019-05-10",2019,3e-04,1.09,1.67,"PYR",0.17,0.6,"Likely","Tragic RL",6.41176470588235,1.81666666666667,1
"188","Cyfluthrin","SMC00873_2019","SMC00873",127045,2019-05-10,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00873",901,"San Juan","Urban",33.59849,-117.62668,"true","SMC00873_2019-05-10",2019,3e-04,0,1.667,"PYR",0.046,0.46,"RL Too High","Tragic RL",0,0,2
"292","Cypermethrin","SMC00873_2019","SMC00873",127046,2019-05-10,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00873",901,"San Juan","Urban",33.59849,-117.62668,"true","SMC00873_2019-05-10",2019,3e-04,0,1.667,"PYR",0.049,0.49,"RL Too High","Tragic RL",0,0,2
"436","Deltamethrin","SMC00873_2019","SMC00873",127037,2019-05-10,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00873",901,"San Juan","Urban",33.59849,-117.62668,"true","SMC00873_2019-05-10",2019,3e-04,0,1.67,"PYR",0.02,0.2,"RL Too High","Tragic RL",0,0,2
"7","Allethrin","SMC00873_2019","SMC00873",126992,2019-05-10,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00028,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00873",901,"San Juan","Urban",33.59849,-117.62668,"true","SMC00873_2019-05-10",2019,3e-04,0,1.67,"PYR",0.29,2.9,"Possible or Unlikely","Poor RL",0,0,4
"738","Permethrin","SMC00873_2019","SMC00873",127049,2019-05-10,"grab","sediment",1,1,"EPA 8270D","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL","SMC_OCPW_2019","SMC",2019-09-27 15:44:54,"false",NA,"SMC00873",901,"San Juan","Urban",33.59849,-117.62668,"true","SMC00873_2019-05-10",2019,3e-04,0,1.67,"PYR",0.42,9.3,"Possible or Unlikely","Poor RL",0,0,4
