,analytename,SiteYear,stationcode,objectid,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,methodname,fractionname,unit,result,resqualcode,mdl,rl,dilutionfactor,qacode,labresultcomments,labagencycode,projectcode,record_origin,origin_lastupdatedate,record_publish,masterid,huc,smcshed,smc_lu,latitude,longitude,SiteDate,Year,OCresult,OrgNorm,Class,LEB,TEB,Assessment,PyrQuotientLEB,PyrQuotientTEB,RLOC,RLEvalLEB,RLEvalTEB
853,"Permethrin, trans-",901S11685_2012,901S11685,121940,5/31/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00935,=,0.00217,0.00678,1,"H,PJM",NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,901S11685,901,San Juan,Urban,33.5099,-117.6348,901S11685_2012-05-31,2012,0.0172,0.543604651,NA,NA,NA,NA,NA,NA,0.394186047,,
854,"Permethrin, trans-",403S06660_2012,403S06660,62285,6/14/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00104,0.00325,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06660,403,Santa Clara,Agricultural,34.42963,-118.92373,403S06660_2012-06-14,2012,0.0151,0,NA,NA,NA,NA,NA,NA,0.215231788,,
855,"Permethrin, trans-",404S16232_2011,404S16232,66676,6/9/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.0016,0.00321,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S16232,404,Santa Monica Bay,Urban,34.12549,-118.75317,404S16232_2011-06-09,2011,0.0039,0,NA,NA,NA,NA,NA,NA,0.823076923,,
856,"Permethrin, trans-",903S02145_2011,903S02145,85416,8/3/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00101,0.00316,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,903S02145,903,Northern San Diego,Agricultural,33.269344,-117.031468,903S02145_2011-08-03,2011,0.0012,0,NA,NA,NA,NA,NA,NA,2.633333333,,
857,"Permethrin, trans-",404S48200_2013,404S48200,68032,6/18/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00265,0.00828,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S48200,404,Santa Monica Bay,Open,34.07772,-118.92395,404S48200_2013-06-18,2013,0.1368,0,NA,NA,NA,NA,NA,NA,0.060526316,,
858,"Permethrin, trans-",403S07227_2012,403S07227,99429,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00106,0.00332,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S07227,403,Santa Clara,Open,34.56208,-119.16664,403S07227_2012-06-27,2012,0.0124,0,NA,NA,NA,NA,NA,NA,0.267741935,,
859,"Permethrin, trans-",404S32468_2012,404S32468,67440,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00124,0.00388,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S32468,404,Santa Monica Bay,Open,34.0999,-118.72304,404S32468_2012-06-26,2012,0.0173,0,NA,NA,NA,NA,NA,NA,0.224277457,,
860,"Permethrin, trans-",901S06851_2011,901S06851,121870,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00159,0.00319,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S06851,901,San Juan,Urban,33.55052,-117.67542,901S06851_2011-05-19,2011,0.0046,0,NA,NA,NA,NA,NA,NA,0.693478261,,
861,"Permethrin, trans-",904S01814_2010,904S01814,122795,6/15/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.001047,0.002094,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904S01814,904,Central San Diego,Urban,33.02292,-117.2273,904S01814_2010-06-15,2010,0.0215,0,NA,NA,NA,NA,NA,NA,0.097395349,,
862,"Permethrin, trans-",901S12942_2012,901S12942,84935,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00112,0.00351,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,901S12942,901,San Juan,Urban,33.4779,-117.6785,901S12942_2012-06-30,2012,0.0312,0,NA,NA,NA,NA,NA,NA,0.1125,,
863,"Permethrin, trans-",404S26670_2012,404S26670,104036,6/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00118,0.00369,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S26670,404,Santa Monica Bay,Urban,34.16385,-118.76205,404S26670_2012-06-18,2012,0.0235,0,NA,NA,NA,NA,NA,NA,0.157021277,,
864,"Permethrin, trans-",901S45253_2010,901S45253,122130,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.001207,0.002415,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,901S45253,901,San Juan,Urban,33.51442,-117.62613,901S45253_2010-05-18,2010,0.0345,0,NA,NA,NA,NA,NA,NA,0.07,,
865,"Permethrin, trans-",901S06798_2011,901S06798,84741,5/17/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00156,0.00311,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S06798,901,San Juan,Open,33.53154,-117.74144,901S06798_2011-05-17,2011,0.0027,0,NA,NA,NA,NA,NA,NA,1.151851852,,
866,"Permethrin, trans-",907S05514_2011,907S05514,86586,5/18/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00193,0.00386,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,907S05514,907,Mission Bay and San Diego River,Open,32.97974,-116.74246,907S05514_2011-05-18,2011,0.0094,0,NA,NA,NA,NA,NA,NA,0.410638298,,
867,"Permethrin, trans-",404S45622_2013,404S45622,104770,6/3/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000242,0.000758,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S45622,404,Santa Monica Bay,Open,34.06149,-118.58534,404S45622_2013-06-03,2013,0.0415,0,NA,NA,NA,NA,NA,NA,0.01826506,,
868,"Permethrin, trans-",404S25298_2012,404S25298,103950,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00106,0.00331,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S25298,404,Santa Monica Bay,Open,34.04553,-118.68732,404S25298_2012-06-20,2012,0.0368,0,NA,NA,NA,NA,NA,NA,0.089945652,,
869,"Permethrin, trans-",901S04409_2011,901S04409,84643,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00168,0.00337,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S04409,901,San Juan,Open,33.60347,-117.45314,901S04409_2011-05-19,2011,0.0119,0,NA,NA,NA,NA,NA,NA,0.283193277,,
870,"Permethrin, trans-",903S06113_2012,903S06113,85454,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00124,0.00388,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,903S06113,903,Northern San Diego,Open,33.2645,-116.8131,903S06113_2012-06-30,2012,0.0231,0,NA,NA,NA,NA,NA,NA,0.167965368,,
871,"Permethrin, trans-",404S26868_2012,404S26868,67177,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00103,0.00322,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S26868,404,Santa Monica Bay,Urban,34.09675,-118.71737,404S26868_2012-06-26,2012,0.0089,0,NA,NA,NA,NA,NA,NA,0.361797753,,
872,"Permethrin, trans-",404S44532_2013,404S44532,104655,6/4/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000453,0.00142,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S44532,404,Santa Monica Bay,Open,34.12682,-118.79617,404S44532_2013-06-04,2013,0.0462,0,NA,NA,NA,NA,NA,NA,0.030735931,,
873,"Permethrin, trans-",404S28068_2012,404S28068,67256,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00108,0.00337,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S28068,404,Santa Monica Bay,Urban,34.13936,-118.70366,404S28068_2012-06-20,2012,0.0065,0,NA,NA,NA,NA,NA,NA,0.518461538,,
874,"Permethrin, trans-",904S02201_2010,904S02201,85766,5/19/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.002109,0.004218,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904S02201,904,Central San Diego,Urban,33.17979,-117.33735,904S02201_2010-05-19,2010,0.0712,0,NA,NA,NA,NA,NA,NA,0.059241573,,
875,"Permethrin, trans-",904S08089_2010,904S08089,123027,5/20/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00093,0.00186,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904S08089,904,Central San Diego,Agricultural,33.08899,-117.13748,904S08089_2010-05-20,2010,0.0532,0,NA,NA,NA,NA,NA,NA,0.034962406,,
876,"Permethrin, trans-",404S31468_2012,404S31468,67343,6/19/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0163,=,0.00385,0.012,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S31468,404,Santa Monica Bay,Urban,34.16874,-118.76171,404S31468_2012-06-19,2012,0.1041,0.156580211,NA,NA,NA,NA,NA,NA,0.115273775,,
877,"Permethrin, trans-",404S35270_2012,404S35270,104419,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0193,=,0.00178,0.00557,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S35270,404,Santa Monica Bay,Urban,34.13325,-118.70656,404S35270_2012-06-20,2012,0.0378,0.510582011,NA,NA,NA,NA,NA,NA,0.147354497,,
878,"Permethrin, trans-",901S39498_2010,901S39498,122077,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.001322,0.002644,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,901S39498,901,San Juan,Urban,33.49038,-117.66532,901S39498_2010-05-18,2010,0.0478,0,NA,NA,NA,NA,NA,NA,0.055313808,,
879,"Permethrin, trans-",907S11430_2012,907S11430,86617,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00793,=,0.00114,0.00356,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,907S11430,907,Mission Bay and San Diego River,Urban,32.848374,-116.860048,907S11430_2012-07-18,2012,0.0177,0.448022599,NA,NA,NA,NA,NA,NA,0.201129944,,
880,"Permethrin, trans-",904S12185_2011,904S12185,85918,5/24/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00188,0.00376,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,904S12185,904,Central San Diego,Agricultural,33.09918,-117.13013,904S12185_2011-05-24,2011,0.007,0,NA,NA,NA,NA,NA,NA,0.537142857,,
881,"Permethrin, trans-",904CBSAM5_2010,904S02585,85813,5/19/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.001708,0.003417,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904CBSAM5,904,Central San Diego,Urban,33.09086,-117.2447,904CBSAM5_2010-05-19,2010,0.07,0,NA,NA,NA,NA,NA,NA,0.048814286,,
882,"Permethrin, trans-",404S35418_2012,404S35418,104486,6/25/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00109,0.00341,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S35418,404,Santa Monica Bay,Open,34.08262,-118.70857,404S35418_2012-06-25,2012,0.01,0,NA,NA,NA,NA,NA,NA,0.341,,
883,"Permethrin, trans-",905S15201_2012,905S15201,86081,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00208,0.00649,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,905S15201,905,Central San Diego,Open,33.11778,-116.85444,905S15201_2012-06-30,2012,0.0123,0,NA,NA,NA,NA,NA,NA,0.527642276,,
884,"Permethrin, trans-",404S34120_2012,404S34120,104332,6/21/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00348,DNQ,0.00133,0.00417,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S34120,404,Santa Monica Bay,Urban,34.16558,-118.78918,404S34120_2012-06-21,2012,0.0163,0.213496933,NA,NA,NA,NA,NA,NA,0.255828221,,
885,"Permethrin, trans-",404S23297_2013,404S23297,103875,6/19/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00112,0.0035,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S23297,404,Santa Monica Bay,Open,34.05006,-118.58103,404S23297_2013-06-19,2013,0.01,0,NA,NA,NA,NA,NA,NA,0.35,,
886,"Permethrin, trans-",404S44210_2013,404S44210,67755,6/20/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00607,0.019,5,"D,PJM",NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S44210,404,Santa Monica Bay,Urban,34.14301,-118.75779,404S44210_2013-06-20,2013,0.0743,0,NA,NA,NA,NA,NA,NA,0.255720054,,
887,"Permethrin, trans-",909S14218_2012,909S14218,123933,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00213,0.00667,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,909S14218,909,Southern San Diego,Urban,32.829985,-116.736039,909S14218_2012-07-18,2012,0.0485,0,NA,NA,NA,NA,NA,NA,0.137525773,,
888,Prallethrin,801M12649_2013,SMC14211,31090,6/4/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0034,0.0034,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,801M12649,801,Lower Santa Ana,Urban,33.6894,-117.82174,801M12649_2013-06-04,2013,0.00235,0,NA,NA,NA,NA,NA,NA,1.446808511,,
889,Prallethrin,SMC01923_2011,SMC01923,20064,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC01923,801,Lower Santa Ana,Urban,33.67221,-117.78872,SMC01923_2011-07-12,2011,0.0015,0,NA,NA,NA,NA,NA,NA,2.333333333,,
890,Prallethrin,SMC09091_2013,SMC09091,31721,6/27/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0036,0.0036,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC09091,801,Lower Santa Ana,Urban,33.71335,-117.79574,SMC09091_2013-06-27,2013,0.00505,0,NA,NA,NA,NA,NA,NA,0.712871287,,
891,Prallethrin,801S02947_2011,SMC02947,20079,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0049,0.0049,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,801S02947,801,Lower Santa Ana,Urban,33.69919,-117.81143,801S02947_2011-07-12,2011,0.0094,0,NA,NA,NA,NA,NA,NA,0.521276596,,
892,Prallethrin,801S03971_2011,SMC03971,20124,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,801S03971,801,Lower Santa Ana,Urban,33.67551,-117.82775,801S03971_2011-07-11,2011,0.02,0,NA,NA,NA,NA,NA,NA,0.2,,
893,Prallethrin,SMC00766_2011,SMC00766,20109,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0048,0.0048,1,None,,WKL,NA,SMC,6/11/2018 15:25,TRUE,SMC00766,801,Lower Santa Ana,Urban,33.65718,-117.83739,SMC00766_2011-07-11,2011,0.012,0,NA,NA,NA,NA,NA,NA,0.4,,
894,Prallethrin,901M14145_2019,901M14145,127786,6/27/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00028,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,901M14145,901,San Juan,Urban,33.48818,-117.66682,901M14145_2019-06-27,2019,9.00E-04,0,NA,NA,NA,NA,NA,NA,0.555555556,,
895,Prallethrin,901M14149_2019,901M14149,127108,5/29/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00028,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,901M14149,901,San Juan,Open,33.56754,-117.74812,901M14149_2019-05-29,2019,0.0011,0,NA,NA,NA,NA,NA,NA,0.454545455,,
896,Prallethrin,SMC00206_2019,SMC00206,127229,6/4/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00028,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,SMC00206,901,San Juan,Urban,33.54359,-117.65963,SMC00206_2019-06-04,2019,9.00E-04,0,NA,NA,NA,NA,NA,NA,0.555555556,,
897,Prallethrin,SMC00873_2019,SMC00873,127043,5/10/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00028,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,SMC00873,901,San Juan,Urban,33.59849,-117.62668,SMC00873_2019-05-10,2019,3.00E-04,0,NA,NA,NA,NA,NA,NA,1.666666667,,
898,Prallethrin,SMC14099_2013,SMC14099,31462,6/13/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC14099,801,Lower Santa Ana,Urban,33.62772,-117.73558,SMC14099_2013-06-13,2013,0.00112,0,NA,NA,NA,NA,NA,NA,3.125,,
899,Prallethrin,SMC09118_2013,SMC09118,30736,5/22/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0038,0.0038,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC09118,801,Lower Santa Ana,Urban,33.80876,-117.86259,SMC09118_2013-05-22,2013,0.00474,0,NA,NA,NA,NA,NA,NA,0.801687764,,
900,Prallethrin,SMC13187_2013,SMC13187,31078,6/4/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0032,0.0032,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC13187,801,Lower Santa Ana,Urban,33.67808,-117.80245,SMC13187_2013-06-04,2013,0.00065,0,NA,NA,NA,NA,NA,NA,4.923076923,,
901,Prallethrin,SMC13214_2013,SMC13214,30748,5/22/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC13214,801,Lower Santa Ana,Urban,33.80453,-117.87242,SMC13214_2013-05-22,2013,0.00379,0,NA,NA,NA,NA,NA,NA,1.055408971,,
902,Prallethrin,801M12678_2019,801M12678,127350,4/25/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00028,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,801M12678,801,Lower Santa Ana,Agricultural,33.79594,-117.70467,801M12678_2019-04-25,2019,0.0021,0,NA,NA,NA,NA,NA,NA,0.238095238,,
903,Prallethrin,SMC02206_2011,SMC02206,20094,7/19/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0041,0.0041,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC02206,801,Lower Santa Ana,Urban,33.87098,-117.85002,SMC02206_2011-07-19,2011,0.0033,0,NA,NA,NA,NA,NA,NA,1.242424242,,
904,Pyrethrin-1,403S16332_2013,403S16332,99566,6/26/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,1.30E-05,6.40E-05,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16332,403,Santa Clara,Open,34.5317,-118.75812,403S16332_2013-06-26,2013,0.0446,0,NA,NA,NA,NA,NA,NA,0.001434978,,
905,Pyrethrin-1,403S16978_2013,403S16978,62635,6/26/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,1.90E-05,9.70E-05,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16978,403,Santa Clara,Open,34.42319,-118.76771,403S16978_2013-06-26,2013,0.0286,0,NA,NA,NA,NA,NA,NA,0.003391608,,
906,Pyrethrin-1,404S23297_2013,404S23297,103880,6/19/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,1.40E-05,7.00E-05,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S23297,404,Santa Monica Bay,Open,34.05006,-118.58103,404S23297_2013-06-19,2013,0.01,0,NA,NA,NA,NA,NA,NA,0.007,,
907,Pyrethrin-1,403S18093_2013,403S18093,99746,6/24/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,2.00E-05,0.000102,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S18093,403,Santa Clara,Open,34.69441,-118.85658,403S18093_2013-06-24,2013,0.0094,0,NA,NA,NA,NA,NA,NA,0.010851064,,
908,Pyrethrin-1,403S06139_2012,403S06139,62148,6/27/2012,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,6.80E-05,0.000339,1,GN,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06139,403,Santa Clara,Open,34.55464,-119.2405,403S06139_2012-06-27,2012,0.0155,0,NA,NA,NA,NA,NA,NA,0.021870968,,
909,Pyrethrin-1,403S39062_2013,403S39062,99856,6/25/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,1.80E-05,8.80E-05,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S39062,403,Santa Clara,Agricultural,34.4323,-118.61744,403S39062_2013-06-25,2013,0.0083,0,NA,NA,NA,NA,NA,NA,0.01060241,,
910,Pyrethrin-1,403S06315_2012,403S06315,99228,6/27/2012,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,6.30E-05,0.000317,1,GN,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06315,403,Santa Clara,Open,34.59223,-119.31033,403S06315_2012-06-27,2012,0.0411,0,NA,NA,NA,NA,NA,NA,0.007712895,,
911,Pyrethrin-1,404S45745_2013,404S45745,104847,6/18/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,2.60E-05,0.000131,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S45745,404,Santa Monica Bay,Open,34.05902,-118.9339,404S45745_2013-06-18,2013,0.1201,0,NA,NA,NA,NA,NA,NA,0.001090758,,
912,Pyrethrin-1,403S07227_2012,403S07227,62404,6/27/2012,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,6.60E-05,0.000332,1,GN,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S07227,403,Santa Clara,Open,34.56208,-119.16664,403S07227_2012-06-27,2012,0.0124,0,NA,NA,NA,NA,NA,NA,0.026774194,,
913,Pyrethrin-1,403S16493_2013,403S16493,99605,6/24/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,1.20E-05,6.00E-05,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16493,403,Santa Clara,Open,34.6867,-118.84546,403S16493_2013-06-24,2013,0.0077,0,NA,NA,NA,NA,NA,NA,0.007792208,,
914,Pyrethrin-1,404S37670_2013,404S37670,104548,6/6/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,7.20E-05,0.000361,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S37670,404,Santa Monica Bay,Urban,34.14074,-118.70117,404S37670_2013-06-06,2013,0.0036,0,NA,NA,NA,NA,NA,NA,0.100277778,,
915,Pyrethrin-1,403S34646_2013,403S34646,99803,6/25/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,1.90E-05,9.40E-05,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S34646,403,Santa Clara,Agricultural,34.42556,-118.56616,403S34646_2013-06-25,2013,0.0923,0,NA,NA,NA,NA,NA,NA,0.001018418,,
916,Pyrethrin-1,404S44210_2013,404S44210,104596,6/20/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,1.50E-05,7.60E-05,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S44210,404,Santa Monica Bay,Urban,34.14301,-118.75779,404S44210_2013-06-20,2013,0.0743,0,NA,NA,NA,NA,NA,NA,0.00102288,,
917,Pyrethrin-1,404S34230_2013,404S34230,67546,6/19/2013,integrated,sediment,1,1,WPCL SOP 71,Total,ug/g dw,-88,ND,3.50E-05,0.000174,1,GN,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S34230,404,Santa Monica Bay,Open,34.06909,-118.58678,404S34230_2013-06-19,2013,0.0843,0,NA,NA,NA,NA,NA,NA,0.002064057,,
